task_key,task_id,cluster,task,split,unit_kind,unit,model,execution_model,status,pearson_delta,bundle_path,compound,tanimoto_distance
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=AT 7867,linear-PCA,linear-PCA,floor,0.2280153229634498,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,AT 7867,0.7833333333333333
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=AZD3514,linear-PCA,linear-PCA,floor,0.1575010369244474,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,AZD3514,0.7473684210526316
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=BMS-536924,linear-PCA,linear-PCA,floor,0.2668809727663306,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,BMS-536924,0.7422680412371134
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Cabozantinib,linear-PCA,linear-PCA,floor,0.1139770772328632,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,Cabozantinib,0.381578947368421
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Clomipramine,linear-PCA,linear-PCA,floor,0.1966294412322824,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,Clomipramine,0.7192982456140351
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Clotrimazole,linear-PCA,linear-PCA,floor,0.1533491555467084,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,Clotrimazole,0.8032786885245902
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=GSK-1070916,linear-PCA,linear-PCA,floor,0.1641687465243299,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,GSK-1070916,0.7281553398058253
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=HYDROXYUREA,linear-PCA,linear-PCA,floor,0.1634843947823139,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,HYDROXYUREA,0.875
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=IN1451,linear-PCA,linear-PCA,floor,0.1345158294755107,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,IN1451,0.5471698113207547
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=LY2090314,linear-PCA,linear-PCA,floor,0.0848618110360094,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,LY2090314,0.7582417582417582
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Lapatinib,linear-PCA,linear-PCA,floor,0.1165875734599582,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,Lapatinib,0.6972477064220184
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Masitinib,linear-PCA,linear-PCA,floor,0.1943839812394765,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,Masitinib,0.2533333333333333
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Mometasone Furoate,linear-PCA,linear-PCA,floor,0.3039781882110194,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,Mometasone Furoate,0.7
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Navitoclax,linear-PCA,linear-PCA,floor,0.0768012362360465,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,Navitoclax,0.475
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=PRT-062607,linear-PCA,linear-PCA,floor,0.2767661220364603,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,PRT-062607,0.7204301075268817
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Perhexiline,linear-PCA,linear-PCA,floor,0.2592256672443948,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,Perhexiline,0.8253968253968254
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Pitavastatin Calcium,linear-PCA,linear-PCA,floor,-0.0035148233641337,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,Pitavastatin Calcium,0.6329113924050633
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Proscillaridin A;Proscillaridin-A,linear-PCA,linear-PCA,floor,0.0724401596142114,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,Proscillaridin A;Proscillaridin-A,0.7849462365591398
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Ricolinostat,linear-PCA,linear-PCA,floor,0.0839580652709596,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,Ricolinostat,0.736842105263158
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=SCH-58261,linear-PCA,linear-PCA,floor,0.1302981973494786,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,SCH-58261,0.8045977011494253
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Selumetinib,linear-PCA,linear-PCA,floor,0.2177090542295857,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,Selumetinib,0.6296296296296297
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=TL_HRAS26,linear-PCA,linear-PCA,floor,0.1650002228739034,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,TL_HRAS26,0.8
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Tivozanib,linear-PCA,linear-PCA,floor,0.1700115074894445,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,Tivozanib,0.6595744680851063
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Topotecan,linear-PCA,linear-PCA,floor,0.1321363107203096,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,Topotecan,0.8072289156626506
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Vorinostat,linear-PCA,linear-PCA,floor,-0.1823682908908282,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,Vorinostat,0.74
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=YK 4-279,linear-PCA,linear-PCA,floor,0.1163830502405124,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,YK 4-279,0.75
