task_key,task_id,cluster,task,split,unit_kind,unit,model,execution_model,status,pearson_delta,bundle_path
T2,T2,C2,donor/Soskic,donor (LODO),donor,D365,scFoundation,scFoundation,adapted,0.16250424026933652,predictions/C2/C2__scFoundation__C2_soskic_LODO_D365.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D366,scFoundation,scFoundation,adapted,0.0760401220878445,predictions/C2/C2__scFoundation__C2_soskic_LODO_D366.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D367,scFoundation,scFoundation,adapted,0.13612725442307044,predictions/C2/C2__scFoundation__C2_soskic_LODO_D367.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D368,scFoundation,scFoundation,adapted,0.07028106693097644,predictions/C2/C2__scFoundation__C2_soskic_LODO_D368.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D369,scFoundation,scFoundation,adapted,0.1508821412569788,predictions/C2/C2__scFoundation__C2_soskic_LODO_D369.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D370,scFoundation,scFoundation,adapted,0.11732447819426978,predictions/C2/C2__scFoundation__C2_soskic_LODO_D370.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D371,scFoundation,scFoundation,adapted,0.07349613272912768,predictions/C2/C2__scFoundation__C2_soskic_LODO_D371.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D372,scFoundation,scFoundation,adapted,0.051167492424496336,predictions/C2/C2__scFoundation__C2_soskic_LODO_D372.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D373,scFoundation,scFoundation,adapted,0.09532436718121995,predictions/C2/C2__scFoundation__C2_soskic_LODO_D373.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D374,scFoundation,scFoundation,adapted,0.06677185726659057,predictions/C2/C2__scFoundation__C2_soskic_LODO_D374.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D378,scFoundation,scFoundation,adapted,0.15539320635636383,predictions/C2/C2__scFoundation__C2_soskic_LODO_D378.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D379,scFoundation,scFoundation,adapted,0.037836384955388894,predictions/C2/C2__scFoundation__C2_soskic_LODO_D379.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D380,scFoundation,scFoundation,adapted,0.10684096633024666,predictions/C2/C2__scFoundation__C2_soskic_LODO_D380.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D381,scFoundation,scFoundation,adapted,0.08841461591572529,predictions/C2/C2__scFoundation__C2_soskic_LODO_D381.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D382,scFoundation,scFoundation,adapted,0.11954122105989014,predictions/C2/C2__scFoundation__C2_soskic_LODO_D382.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D383,scFoundation,scFoundation,adapted,0.15261746427988304,predictions/C2/C2__scFoundation__C2_soskic_LODO_D383.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D387,scFoundation,scFoundation,adapted,0.22262789650047654,predictions/C2/C2__scFoundation__C2_soskic_LODO_D387.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D388,scFoundation,scFoundation,adapted,0.20446719172012023,predictions/C2/C2__scFoundation__C2_soskic_LODO_D388.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D389,scFoundation,scFoundation,adapted,0.08054017413600714,predictions/C2/C2__scFoundation__C2_soskic_LODO_D389.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D390,scFoundation,scFoundation,adapted,0.08571533074204317,predictions/C2/C2__scFoundation__C2_soskic_LODO_D390.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D391,scFoundation,scFoundation,adapted,0.1907606817013812,predictions/C2/C2__scFoundation__C2_soskic_LODO_D391.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D392,scFoundation,scFoundation,adapted,0.04241416183720502,predictions/C2/C2__scFoundation__C2_soskic_LODO_D392.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D393,scFoundation,scFoundation,adapted,0.10313034287854078,predictions/C2/C2__scFoundation__C2_soskic_LODO_D393.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D394,scFoundation,scFoundation,adapted,0.17552512051497798,predictions/C2/C2__scFoundation__C2_soskic_LODO_D394.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D395,scFoundation,scFoundation,adapted,0.07898895396994299,predictions/C2/C2__scFoundation__C2_soskic_LODO_D395.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D396,scFoundation,scFoundation,adapted,0.05569410736635034,predictions/C2/C2__scFoundation__C2_soskic_LODO_D396.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D397,scFoundation,scFoundation,adapted,0.11422393285655694,predictions/C2/C2__scFoundation__C2_soskic_LODO_D397.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D398,scFoundation,scFoundation,adapted,0.12761152100575962,predictions/C2/C2__scFoundation__C2_soskic_LODO_D398.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D405,scFoundation,scFoundation,adapted,0.17746425874707258,predictions/C2/C2__scFoundation__C2_soskic_LODO_D405.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D406,scFoundation,scFoundation,adapted,0.1356796508611398,predictions/C2/C2__scFoundation__C2_soskic_LODO_D406.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D407,scFoundation,scFoundation,adapted,0.13347086820632956,predictions/C2/C2__scFoundation__C2_soskic_LODO_D407.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D408,scFoundation,scFoundation,adapted,0.0753301591359067,predictions/C2/C2__scFoundation__C2_soskic_LODO_D408.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D409,scFoundation,scFoundation,adapted,0.06912784888844262,predictions/C2/C2__scFoundation__C2_soskic_LODO_D409.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D410,scFoundation,scFoundation,adapted,0.1624357451328661,predictions/C2/C2__scFoundation__C2_soskic_LODO_D410.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D411,scFoundation,scFoundation,adapted,0.12823326932027548,predictions/C2/C2__scFoundation__C2_soskic_LODO_D411.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D412,scFoundation,scFoundation,adapted,0.0708200732097485,predictions/C2/C2__scFoundation__C2_soskic_LODO_D412.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D413,scFoundation,scFoundation,adapted,0.07939242868269172,predictions/C2/C2__scFoundation__C2_soskic_LODO_D413.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D414,scFoundation,scFoundation,adapted,0.08764561580077038,predictions/C2/C2__scFoundation__C2_soskic_LODO_D414.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D415,scFoundation,scFoundation,adapted,0.11897482999025652,predictions/C2/C2__scFoundation__C2_soskic_LODO_D415.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D416,scFoundation,scFoundation,adapted,0.09092425909271226,predictions/C2/C2__scFoundation__C2_soskic_LODO_D416.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D417,scFoundation,scFoundation,adapted,0.0671953142951221,predictions/C2/C2__scFoundation__C2_soskic_LODO_D417.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D418,scFoundation,scFoundation,adapted,0.11166973473771938,predictions/C2/C2__scFoundation__C2_soskic_LODO_D418.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D419,scFoundation,scFoundation,adapted,-0.0013854761784876518,predictions/C2/C2__scFoundation__C2_soskic_LODO_D419.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D420,scFoundation,scFoundation,adapted,0.08486956960882394,predictions/C2/C2__scFoundation__C2_soskic_LODO_D420.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D421,scFoundation,scFoundation,adapted,0.011267697571075928,predictions/C2/C2__scFoundation__C2_soskic_LODO_D421.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D422,scFoundation,scFoundation,adapted,-0.050112909202286254,predictions/C2/C2__scFoundation__C2_soskic_LODO_D422.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D423,scFoundation,scFoundation,adapted,0.07848960179409142,predictions/C2/C2__scFoundation__C2_soskic_LODO_D423.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D424,scFoundation,scFoundation,adapted,-0.021987043327031025,predictions/C2/C2__scFoundation__C2_soskic_LODO_D424.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D425,scFoundation,scFoundation,adapted,-0.03213525254581823,predictions/C2/C2__scFoundation__C2_soskic_LODO_D425.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D426,scFoundation,scFoundation,adapted,0.1303780237302056,predictions/C2/C2__scFoundation__C2_soskic_LODO_D426.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D427,scFoundation,scFoundation,adapted,0.07884370415715271,predictions/C2/C2__scFoundation__C2_soskic_LODO_D427.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D428,scFoundation,scFoundation,adapted,0.09595728453086388,predictions/C2/C2__scFoundation__C2_soskic_LODO_D428.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D429,scFoundation,scFoundation,adapted,0.09718219394020282,predictions/C2/C2__scFoundation__C2_soskic_LODO_D429.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D430,scFoundation,scFoundation,adapted,0.12280441267460995,predictions/C2/C2__scFoundation__C2_soskic_LODO_D430.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D431,scFoundation,scFoundation,adapted,0.17029373299173386,predictions/C2/C2__scFoundation__C2_soskic_LODO_D431.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D432,scFoundation,scFoundation,adapted,0.14728730818917363,predictions/C2/C2__scFoundation__C2_soskic_LODO_D432.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D433,scFoundation,scFoundation,adapted,0.10755619606776833,predictions/C2/C2__scFoundation__C2_soskic_LODO_D433.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D434,scFoundation,scFoundation,adapted,0.04193301748007863,predictions/C2/C2__scFoundation__C2_soskic_LODO_D434.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D435,scFoundation,scFoundation,adapted,0.15244690252880239,predictions/C2/C2__scFoundation__C2_soskic_LODO_D435.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D436,scFoundation,scFoundation,adapted,0.08126439381443325,predictions/C2/C2__scFoundation__C2_soskic_LODO_D436.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D439,scFoundation,scFoundation,adapted,0.11560750052719777,predictions/C2/C2__scFoundation__C2_soskic_LODO_D439.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D440,scFoundation,scFoundation,adapted,0.09016364713425482,predictions/C2/C2__scFoundation__C2_soskic_LODO_D440.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D441,scFoundation,scFoundation,adapted,0.10200189167689608,predictions/C2/C2__scFoundation__C2_soskic_LODO_D441.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D442,scFoundation,scFoundation,adapted,0.11569011006853543,predictions/C2/C2__scFoundation__C2_soskic_LODO_D442.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D443,scFoundation,scFoundation,adapted,0.12651257331539464,predictions/C2/C2__scFoundation__C2_soskic_LODO_D443.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D445,scFoundation,scFoundation,adapted,0.19626510701711156,predictions/C2/C2__scFoundation__C2_soskic_LODO_D445.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D446,scFoundation,scFoundation,adapted,0.10862245941481646,predictions/C2/C2__scFoundation__C2_soskic_LODO_D446.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D447,scFoundation,scFoundation,adapted,0.06641111730715776,predictions/C2/C2__scFoundation__C2_soskic_LODO_D447.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D448,scFoundation,scFoundation,adapted,0.2382970523334873,predictions/C2/C2__scFoundation__C2_soskic_LODO_D448.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D449,scFoundation,scFoundation,adapted,0.180390215406285,predictions/C2/C2__scFoundation__C2_soskic_LODO_D449.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D450,scFoundation,scFoundation,adapted,0.21280083951765447,predictions/C2/C2__scFoundation__C2_soskic_LODO_D450.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D451,scFoundation,scFoundation,adapted,0.07020640029072313,predictions/C2/C2__scFoundation__C2_soskic_LODO_D451.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D452,scFoundation,scFoundation,adapted,0.16423128367829826,predictions/C2/C2__scFoundation__C2_soskic_LODO_D452.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D453,scFoundation,scFoundation,adapted,0.2628280333388193,predictions/C2/C2__scFoundation__C2_soskic_LODO_D453.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D454,scFoundation,scFoundation,adapted,0.3033626973274956,predictions/C2/C2__scFoundation__C2_soskic_LODO_D454.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D455,scFoundation,scFoundation,adapted,0.13461616110690147,predictions/C2/C2__scFoundation__C2_soskic_LODO_D455.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D456,scFoundation,scFoundation,adapted,0.19290753846047196,predictions/C2/C2__scFoundation__C2_soskic_LODO_D456.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D457,scFoundation,scFoundation,adapted,0.07830439530215134,predictions/C2/C2__scFoundation__C2_soskic_LODO_D457.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D458,scFoundation,scFoundation,adapted,0.17338325612083527,predictions/C2/C2__scFoundation__C2_soskic_LODO_D458.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D459,scFoundation,scFoundation,adapted,0.10755607569178792,predictions/C2/C2__scFoundation__C2_soskic_LODO_D459.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D460,scFoundation,scFoundation,adapted,0.13766989345800323,predictions/C2/C2__scFoundation__C2_soskic_LODO_D460.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D461,scFoundation,scFoundation,adapted,0.22863633120453103,predictions/C2/C2__scFoundation__C2_soskic_LODO_D461.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D462,scFoundation,scFoundation,adapted,0.1725524980717271,predictions/C2/C2__scFoundation__C2_soskic_LODO_D462.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D463,scFoundation,scFoundation,adapted,0.29128439363333597,predictions/C2/C2__scFoundation__C2_soskic_LODO_D463.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D464,scFoundation,scFoundation,adapted,0.19739155975888606,predictions/C2/C2__scFoundation__C2_soskic_LODO_D464.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D465,scFoundation,scFoundation,adapted,0.2216581488575848,predictions/C2/C2__scFoundation__C2_soskic_LODO_D465.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D466,scFoundation,scFoundation,adapted,0.2034601864005305,predictions/C2/C2__scFoundation__C2_soskic_LODO_D466.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D481,scFoundation,scFoundation,adapted,0.15383125684985002,predictions/C2/C2__scFoundation__C2_soskic_LODO_D481.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D482,scFoundation,scFoundation,adapted,0.19086921264222545,predictions/C2/C2__scFoundation__C2_soskic_LODO_D482.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D483,scFoundation,scFoundation,adapted,0.0941988041607357,predictions/C2/C2__scFoundation__C2_soskic_LODO_D483.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D484,scFoundation,scFoundation,adapted,0.07937090720694671,predictions/C2/C2__scFoundation__C2_soskic_LODO_D484.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D485,scFoundation,scFoundation,adapted,0.08820304310055224,predictions/C2/C2__scFoundation__C2_soskic_LODO_D485.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D348,scGPT,scGPT,adapted,0.21654628810885956,predictions/C2/C2__scGPT__C2_soskic_LODO_D348.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D349,scGPT,scGPT,adapted,0.22805562263425433,predictions/C2/C2__scGPT__C2_soskic_LODO_D349.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D350,scGPT,scGPT,adapted,0.17446461348524345,predictions/C2/C2__scGPT__C2_soskic_LODO_D350.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D351,scGPT,scGPT,adapted,0.2312660821676705,predictions/C2/C2__scGPT__C2_soskic_LODO_D351.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D352,scGPT,scGPT,adapted,0.2708632973165004,predictions/C2/C2__scGPT__C2_soskic_LODO_D352.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D353,scGPT,scGPT,adapted,0.28950764938085405,predictions/C2/C2__scGPT__C2_soskic_LODO_D353.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D354,scGPT,scGPT,adapted,0.2698863653415103,predictions/C2/C2__scGPT__C2_soskic_LODO_D354.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D355,scGPT,scGPT,adapted,0.48778509258227826,predictions/C2/C2__scGPT__C2_soskic_LODO_D355.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D356,scGPT,scGPT,adapted,0.2176687917012834,predictions/C2/C2__scGPT__C2_soskic_LODO_D356.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D357,scGPT,scGPT,adapted,0.28956507355830713,predictions/C2/C2__scGPT__C2_soskic_LODO_D357.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D358,scGPT,scGPT,adapted,0.354403787609172,predictions/C2/C2__scGPT__C2_soskic_LODO_D358.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D359,scGPT,scGPT,adapted,0.36919383647838977,predictions/C2/C2__scGPT__C2_soskic_LODO_D359.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D363,scGPT,scGPT,adapted,0.19666192987112346,predictions/C2/C2__scGPT__C2_soskic_LODO_D363.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D364,scGPT,scGPT,adapted,0.2241545884150751,predictions/C2/C2__scGPT__C2_soskic_LODO_D364.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D365,scGPT,scGPT,adapted,0.2928490632827827,predictions/C2/C2__scGPT__C2_soskic_LODO_D365.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D366,scGPT,scGPT,adapted,0.1288174508524601,predictions/C2/C2__scGPT__C2_soskic_LODO_D366.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D367,scGPT,scGPT,adapted,0.3139718519863598,predictions/C2/C2__scGPT__C2_soskic_LODO_D367.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D368,scGPT,scGPT,adapted,0.2130699640471596,predictions/C2/C2__scGPT__C2_soskic_LODO_D368.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D369,scGPT,scGPT,adapted,0.2566018720809458,predictions/C2/C2__scGPT__C2_soskic_LODO_D369.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D370,scGPT,scGPT,adapted,0.22054974909014144,predictions/C2/C2__scGPT__C2_soskic_LODO_D370.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D371,scGPT,scGPT,adapted,0.15532832659048956,predictions/C2/C2__scGPT__C2_soskic_LODO_D371.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D372,scGPT,scGPT,adapted,0.16383107397243632,predictions/C2/C2__scGPT__C2_soskic_LODO_D372.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D373,scGPT,scGPT,adapted,0.17650734394597573,predictions/C2/C2__scGPT__C2_soskic_LODO_D373.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D374,scGPT,scGPT,adapted,0.13193484445985537,predictions/C2/C2__scGPT__C2_soskic_LODO_D374.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D378,scGPT,scGPT,adapted,0.2657973824034231,predictions/C2/C2__scGPT__C2_soskic_LODO_D378.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D379,scGPT,scGPT,adapted,0.10435440080673071,predictions/C2/C2__scGPT__C2_soskic_LODO_D379.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D380,scGPT,scGPT,adapted,0.10621930963142062,predictions/C2/C2__scGPT__C2_soskic_LODO_D380.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D381,scGPT,scGPT,adapted,0.2331196807043066,predictions/C2/C2__scGPT__C2_soskic_LODO_D381.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D382,scGPT,scGPT,adapted,0.21523441752949013,predictions/C2/C2__scGPT__C2_soskic_LODO_D382.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D383,scGPT,scGPT,adapted,0.2777113358282066,predictions/C2/C2__scGPT__C2_soskic_LODO_D383.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D387,scGPT,scGPT,adapted,0.38407560729381635,predictions/C2/C2__scGPT__C2_soskic_LODO_D387.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D388,scGPT,scGPT,adapted,0.32920824508511226,predictions/C2/C2__scGPT__C2_soskic_LODO_D388.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D389,scGPT,scGPT,adapted,0.1940777928916077,predictions/C2/C2__scGPT__C2_soskic_LODO_D389.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D390,scGPT,scGPT,adapted,0.22723437806487692,predictions/C2/C2__scGPT__C2_soskic_LODO_D390.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D391,scGPT,scGPT,adapted,0.3132330221142967,predictions/C2/C2__scGPT__C2_soskic_LODO_D391.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D392,scGPT,scGPT,adapted,0.2133173312927737,predictions/C2/C2__scGPT__C2_soskic_LODO_D392.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D393,scGPT,scGPT,adapted,0.2588499753887761,predictions/C2/C2__scGPT__C2_soskic_LODO_D393.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D394,scGPT,scGPT,adapted,0.32210862811137564,predictions/C2/C2__scGPT__C2_soskic_LODO_D394.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D395,scGPT,scGPT,adapted,0.29037429105471,predictions/C2/C2__scGPT__C2_soskic_LODO_D395.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D396,scGPT,scGPT,adapted,0.2601288557403719,predictions/C2/C2__scGPT__C2_soskic_LODO_D396.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D397,scGPT,scGPT,adapted,0.2974647576350732,predictions/C2/C2__scGPT__C2_soskic_LODO_D397.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D398,scGPT,scGPT,adapted,0.2927118863894509,predictions/C2/C2__scGPT__C2_soskic_LODO_D398.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D405,scGPT,scGPT,adapted,0.2419482915774036,predictions/C2/C2__scGPT__C2_soskic_LODO_D405.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D406,scGPT,scGPT,adapted,0.30286001792337036,predictions/C2/C2__scGPT__C2_soskic_LODO_D406.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D407,scGPT,scGPT,adapted,0.24341321647721337,predictions/C2/C2__scGPT__C2_soskic_LODO_D407.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D408,scGPT,scGPT,adapted,0.12100630440898358,predictions/C2/C2__scGPT__C2_soskic_LODO_D408.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D409,scGPT,scGPT,adapted,0.21934595606774557,predictions/C2/C2__scGPT__C2_soskic_LODO_D409.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D410,scGPT,scGPT,adapted,0.31083592038254443,predictions/C2/C2__scGPT__C2_soskic_LODO_D410.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D411,scGPT,scGPT,adapted,0.16671765439205455,predictions/C2/C2__scGPT__C2_soskic_LODO_D411.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D412,scGPT,scGPT,adapted,0.3004100526527941,predictions/C2/C2__scGPT__C2_soskic_LODO_D412.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D413,scGPT,scGPT,adapted,0.166229079000395,predictions/C2/C2__scGPT__C2_soskic_LODO_D413.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D414,scGPT,scGPT,adapted,0.17483695382645503,predictions/C2/C2__scGPT__C2_soskic_LODO_D414.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D415,scGPT,scGPT,adapted,0.27909183882564903,predictions/C2/C2__scGPT__C2_soskic_LODO_D415.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D416,scGPT,scGPT,adapted,0.2796495738868709,predictions/C2/C2__scGPT__C2_soskic_LODO_D416.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D417,scGPT,scGPT,adapted,0.2831895577076272,predictions/C2/C2__scGPT__C2_soskic_LODO_D417.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D418,scGPT,scGPT,adapted,0.2269298640816942,predictions/C2/C2__scGPT__C2_soskic_LODO_D418.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D419,scGPT,scGPT,adapted,0.1379192673625337,predictions/C2/C2__scGPT__C2_soskic_LODO_D419.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D420,scGPT,scGPT,adapted,0.28599327698055077,predictions/C2/C2__scGPT__C2_soskic_LODO_D420.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D421,scGPT,scGPT,adapted,0.10961743745358814,predictions/C2/C2__scGPT__C2_soskic_LODO_D421.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D422,scGPT,scGPT,adapted,-0.0797113427758629,predictions/C2/C2__scGPT__C2_soskic_LODO_D422.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D423,scGPT,scGPT,adapted,0.14960336941069868,predictions/C2/C2__scGPT__C2_soskic_LODO_D423.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D424,scGPT,scGPT,adapted,-0.012107763688034666,predictions/C2/C2__scGPT__C2_soskic_LODO_D424.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D425,scGPT,scGPT,adapted,0.01973005936734345,predictions/C2/C2__scGPT__C2_soskic_LODO_D425.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D426,scGPT,scGPT,adapted,0.23882650552085316,predictions/C2/C2__scGPT__C2_soskic_LODO_D426.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D427,scGPT,scGPT,adapted,0.14765902865427943,predictions/C2/C2__scGPT__C2_soskic_LODO_D427.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D428,scGPT,scGPT,adapted,0.18605377767498607,predictions/C2/C2__scGPT__C2_soskic_LODO_D428.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D429,scGPT,scGPT,adapted,0.1507162243436035,predictions/C2/C2__scGPT__C2_soskic_LODO_D429.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D430,scGPT,scGPT,adapted,0.36374069750953314,predictions/C2/C2__scGPT__C2_soskic_LODO_D430.npz
